angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.45,"[192, 36, 81, 94]",0.0,0.13,0.01,0.14,0.27,0.01
0.39,"[191, 38, 78, 93]",0.0,0.17,0.01,0.1,0.32,0.01
0.44,"[188, 40, 78, 93]",0.0,0.1,0.01,0.13,0.3,0.01
0.29,"[187, 38, 78, 96]",0.0,0.08,0.02,0.25,0.34,0.01
0.37,"[185, 44, 75, 91]",0.0,0.12,0.02,0.2,0.28,0.01
0.37,"[184, 46, 73, 89]",0.0,0.1,0.02,0.23,0.27,0.01
0.32,"[180, 46, 75, 91]",0.0,0.1,0.02,0.24,0.31,0.01
0.23,"[178, 48, 72, 88]",0.0,0.09,0.04,0.34,0.28,0.01
0.08,"[177, 50, 71, 86]",0.0,0.08,0.03,0.18,0.61,0.0
0.04,"[173, 50, 71, 86]",0.0,0.09,0.02,0.16,0.7,0.0
0.11,"[176, 55, 65, 82]",0.0,0.12,0.05,0.18,0.53,0.01
0.12,"[170, 52, 69, 85]",0.0,0.06,0.03,0.25,0.53,0.01
0.26,"[168, 53, 68, 84]",0.0,0.04,0.12,0.25,0.32,0.01
0.2,"[169, 56, 66, 82]",0.0,0.06,0.1,0.3,0.34,0.0
0.18,"[168, 56, 65, 80]",0.0,0.1,0.12,0.23,0.37,0.0
0.13,"[166, 56, 65, 81]",0.0,0.1,0.03,0.5,0.23,0.0
0.09,"[159, 49, 70, 89]",0.0,0.06,0.04,0.59,0.21,0.0
0.16,"[158, 49, 70, 87]",0.0,0.03,0.02,0.24,0.55,0.0
0.17,"[158, 48, 68, 86]",0.0,0.02,0.03,0.25,0.53,0.0
0.19,"[156, 48, 69, 86]",0.0,0.02,0.01,0.15,0.63,0.0
0.14,"[158, 47, 68, 87]",0.0,0.1,0.02,0.44,0.29,0.0
0.07,"[158, 47, 68, 87]",0.0,0.06,0.02,0.67,0.18,0.0
0.09,"[154, 43, 71, 91]",0.0,0.08,0.04,0.55,0.24,0.01
0.08,"[158, 46, 67, 89]",0.0,0.09,0.05,0.6,0.18,0.01
0.11,"[157, 47, 68, 88]",0.0,0.1,0.05,0.53,0.21,0.01
0.1,"[156, 46, 70, 90]",0.0,0.09,0.06,0.55,0.21,0.0
0.1,"[155, 46, 70, 90]",0.0,0.08,0.09,0.48,0.24,0.0
0.1,"[156, 47, 69, 89]",0.0,0.08,0.09,0.48,0.24,0.0
0.07,"[156, 47, 69, 89]",0.0,0.06,0.13,0.55,0.18,0.0
0.12,"[157, 48, 69, 87]",0.0,0.06,0.08,0.54,0.2,0.0
0.19,"[156, 49, 69, 86]",0.0,0.07,0.03,0.31,0.39,0.0
0.14,"[157, 48, 68, 86]",0.0,0.02,0.07,0.42,0.35,0.0
0.12,"[156, 48, 69, 86]",0.0,0.02,0.11,0.5,0.25,0.0
0.12,"[157, 48, 68, 86]",0.0,0.01,0.16,0.48,0.22,0.0
0.13,"[157, 49, 69, 85]",0.0,0.02,0.12,0.54,0.19,0.0
0.14,"[157, 49, 69, 85]",0.0,0.02,0.11,0.52,0.21,0.0
0.15,"[157, 49, 69, 85]",0.0,0.02,0.11,0.51,0.21,0.0
0.15,"[157, 49, 69, 85]",0.0,0.02,0.12,0.5,0.21,0.0
0.17,"[157, 49, 69, 86]",0.0,0.02,0.08,0.43,0.3,0.0
0.15,"[157, 49, 68, 85]",0.0,0.02,0.11,0.5,0.23,0.0
0.15,"[157, 49, 68, 85]",0.0,0.01,0.18,0.48,0.17,0.0
0.38,"[162, 53, 64, 81]",0.0,0.03,0.05,0.26,0.28,0.0
0.15,"[155, 46, 71, 92]",0.0,0.02,0.09,0.47,0.26,0.0
0.21,"[156, 47, 69, 90]",0.0,0.02,0.08,0.4,0.28,0.0
0.2,"[156, 48, 69, 89]",0.0,0.02,0.11,0.41,0.25,0.0
0.16,"[155, 47, 70, 90]",0.0,0.03,0.1,0.47,0.24,0.0
0.27,"[155, 50, 68, 85]",0.0,0.02,0.14,0.35,0.21,0.0
0.2,"[155, 50, 68, 86]",0.0,0.03,0.14,0.38,0.25,0.0
0.13,"[154, 50, 68, 87]",0.0,0.02,0.15,0.5,0.2,0.0
0.15,"[154, 50, 67, 86]",0.0,0.02,0.15,0.51,0.17,0.0
0.11,"[153, 49, 68, 87]",0.0,0.03,0.14,0.57,0.16,0.0
0.14,"[154, 51, 66, 85]",0.0,0.02,0.15,0.53,0.15,0.0
0.16,"[154, 50, 65, 85]",0.0,0.03,0.12,0.46,0.23,0.0
0.15,"[154, 51, 66, 83]",0.0,0.03,0.16,0.56,0.1,0.0
0.15,"[154, 51, 66, 83]",0.0,0.03,0.22,0.47,0.12,0.0
0.27,"[158, 54, 61, 78]",0.0,0.05,0.07,0.42,0.2,0.0
0.19,"[157, 53, 62, 80]",0.0,0.03,0.09,0.54,0.15,0.0
0.24,"[157, 53, 62, 79]",0.0,0.03,0.13,0.47,0.12,0.0
0.13,"[151, 46, 68, 89]",0.0,0.01,0.12,0.63,0.11,0.0
0.25,"[158, 52, 63, 80]",0.0,0.04,0.1,0.45,0.15,0.0
0.21,"[159, 51, 62, 82]",0.0,0.02,0.11,0.51,0.15,0.0
0.18,"[160, 51, 63, 82]",0.0,0.07,0.01,0.24,0.49,0.0
0.1,"[162, 50, 63, 84]",0.0,0.05,0.01,0.27,0.55,0.0
0.16,"[163, 50, 64, 85]",0.0,0.06,0.01,0.22,0.54,0.01
0.15,"[158, 49, 71, 88]",0.0,0.05,0.06,0.27,0.47,0.0
0.19,"[160, 47, 71, 90]",0.0,0.06,0.12,0.32,0.32,0.0
0.2,"[163, 46, 72, 90]",0.0,0.04,0.14,0.38,0.24,0.0
0.17,"[172, 46, 68, 88]",0.0,0.06,0.08,0.46,0.24,0.0
0.21,"[175, 45, 69, 87]",0.0,0.06,0.07,0.37,0.3,0.0
0.16,"[178, 42, 69, 88]",0.0,0.05,0.09,0.53,0.17,0.0
0.11,"[177, 35, 74, 96]",0.0,0.01,0.38,0.4,0.1,0.0
0.15,"[184, 35, 72, 94]",0.0,0.03,0.13,0.58,0.11,0.0
0.2,"[188, 35, 73, 94]",0.0,0.06,0.17,0.35,0.22,0.0
0.15,"[190, 36, 74, 92]",0.0,0.06,0.21,0.45,0.12,0.0
0.15,"[192, 34, 75, 95]",0.0,0.04,0.36,0.31,0.14,0.0
0.19,"[194, 32, 75, 95]",0.0,0.03,0.24,0.4,0.14,0.0
0.17,"[196, 33, 76, 94]",0.0,0.03,0.43,0.25,0.11,0.0
0.15,"[196, 31, 78, 96]",0.0,0.03,0.45,0.27,0.1,0.0
0.19,"[198, 31, 77, 96]",0.0,0.04,0.31,0.34,0.11,0.01
0.21,"[197, 28, 79, 98]",0.0,0.03,0.21,0.39,0.14,0.0
0.29,"[197, 28, 79, 98]",0.0,0.02,0.14,0.4,0.16,0.0
0.29,"[197, 27, 80, 100]",0.0,0.02,0.16,0.39,0.15,0.0
0.26,"[198, 32, 78, 97]",0.0,0.04,0.26,0.33,0.1,0.0
0.21,"[198, 32, 79, 97]",0.0,0.03,0.28,0.38,0.09,0.0
0.13,"[196, 28, 81, 100]",0.0,0.01,0.48,0.3,0.08,0.0
0.13,"[194, 27, 82, 104]",0.0,0.0,0.36,0.41,0.09,0.0
0.12,"[193, 28, 82, 103]",0.0,0.0,0.42,0.36,0.09,0.0
0.11,"[192, 28, 82, 104]",0.0,0.0,0.44,0.37,0.08,0.0
0.09,"[193, 27, 81, 105]",0.0,0.0,0.35,0.48,0.07,0.0
0.17,"[194, 31, 79, 98]",0.0,0.02,0.29,0.44,0.09,0.0
0.12,"[193, 27, 79, 105]",0.0,0.01,0.33,0.44,0.1,0.0
0.23,"[193, 31, 79, 98]",0.0,0.02,0.18,0.44,0.13,0.0
0.15,"[192, 28, 80, 103]",0.0,0.0,0.21,0.54,0.1,0.0
0.15,"[192, 28, 80, 103]",0.0,0.0,0.2,0.55,0.09,0.0
0.21,"[192, 30, 80, 100]",0.0,0.01,0.2,0.46,0.12,0.0
0.21,"[192, 30, 80, 100]",0.0,0.01,0.24,0.44,0.1,0.0
0.16,"[192, 30, 80, 100]",0.0,0.01,0.3,0.44,0.09,0.0
0.08,"[193, 27, 79, 104]",0.0,0.0,0.28,0.52,0.12,0.0
0.16,"[192, 30, 81, 100]",0.0,0.01,0.37,0.4,0.07,0.0
0.09,"[194, 27, 80, 105]",0.0,0.01,0.29,0.5,0.11,0.0
0.09,"[193, 27, 81, 105]",0.0,0.0,0.25,0.55,0.1,0.0
0.07,"[194, 27, 81, 105]",0.0,0.0,0.22,0.6,0.1,0.0
0.07,"[194, 27, 81, 106]",0.0,0.0,0.29,0.54,0.09,0.0
0.18,"[198, 34, 77, 96]",0.0,0.02,0.43,0.28,0.08,0.0
0.14,"[194, 29, 81, 103]",0.0,0.01,0.28,0.47,0.1,0.0
0.09,"[193, 28, 82, 105]",0.0,0.0,0.35,0.48,0.08,0.0
0.1,"[193, 29, 82, 104]",0.0,0.0,0.37,0.42,0.09,0.0
0.11,"[193, 29, 82, 104]",0.0,0.0,0.34,0.44,0.1,0.0
0.11,"[193, 28, 82, 105]",0.0,0.0,0.22,0.57,0.1,0.0
0.07,"[193, 27, 82, 106]",0.0,0.0,0.23,0.6,0.1,0.0
0.07,"[193, 27, 82, 106]",0.0,0.0,0.22,0.58,0.12,0.0
0.13,"[192, 28, 82, 105]",0.0,0.0,0.23,0.52,0.12,0.0
0.11,"[192, 27, 83, 106]",0.0,0.01,0.2,0.5,0.17,0.0
0.2,"[193, 28, 81, 104]",0.0,0.01,0.21,0.45,0.13,0.0
0.17,"[192, 27, 82, 105]",0.0,0.01,0.19,0.51,0.13,0.0
0.1,"[191, 26, 83, 106]",0.0,0.01,0.22,0.52,0.14,0.0
0.07,"[192, 25, 81, 107]",0.0,0.0,0.3,0.53,0.1,0.0
0.12,"[192, 26, 82, 106]",0.0,0.01,0.19,0.52,0.15,0.0
0.09,"[191, 25, 83, 108]",0.0,0.0,0.2,0.59,0.13,0.0
0.11,"[192, 25, 83, 108]",0.0,0.01,0.13,0.59,0.16,0.0
0.15,"[196, 33, 79, 98]",0.0,0.03,0.3,0.41,0.11,0.0
0.25,"[196, 33, 79, 97]",0.0,0.03,0.16,0.44,0.13,0.0
0.17,"[196, 32, 80, 99]",0.0,0.02,0.34,0.36,0.1,0.0
0.11,"[194, 25, 84, 107]",0.0,0.01,0.17,0.61,0.1,0.0
0.09,"[196, 25, 83, 105]",0.0,0.01,0.29,0.54,0.07,0.0
0.11,"[197, 25, 83, 106]",0.0,0.01,0.24,0.54,0.1,0.0
0.21,"[198, 26, 83, 106]",0.0,0.03,0.18,0.4,0.18,0.0
0.22,"[198, 26, 84, 106]",0.0,0.03,0.13,0.49,0.14,0.0
0.21,"[199, 27, 84, 105]",0.0,0.03,0.19,0.45,0.11,0.0
0.09,"[193, 21, 91, 114]",0.0,0.01,0.25,0.55,0.1,0.0
0.1,"[195, 21, 89, 114]",0.0,0.0,0.23,0.56,0.11,0.0
0.23,"[203, 30, 82, 101]",0.0,0.08,0.07,0.39,0.23,0.0
0.08,"[197, 20, 91, 115]",0.0,0.01,0.02,0.44,0.44,0.0
0.23,"[204, 32, 83, 101]",0.0,0.09,0.01,0.28,0.39,0.0
0.14,"[205, 31, 84, 102]",0.0,0.17,0.0,0.22,0.46,0.0
0.18,"[204, 27, 85, 107]",0.0,0.06,0.01,0.31,0.43,0.0
0.11,"[204, 25, 88, 110]",0.0,0.06,0.01,0.39,0.43,0.0
0.17,"[206, 25, 86, 110]",0.0,0.06,0.02,0.46,0.3,0.0
0.14,"[202, 22, 93, 117]",0.0,0.03,0.06,0.52,0.26,0.0
0.13,"[200, 21, 95, 120]",0.0,0.03,0.04,0.56,0.23,0.0
0.2,"[206, 23, 89, 111]",0.0,0.03,0.04,0.49,0.25,0.0
0.17,"[208, 25, 86, 108]",0.0,0.04,0.01,0.54,0.23,0.0
0.2,"[207, 23, 88, 111]",0.0,0.03,0.04,0.51,0.22,0.0
0.13,"[203, 21, 94, 117]",0.0,0.02,0.06,0.61,0.18,0.0
0.11,"[204, 21, 93, 116]",0.0,0.01,0.1,0.58,0.2,0.0
0.09,"[204, 21, 94, 118]",0.0,0.02,0.07,0.66,0.16,0.0
0.1,"[202, 21, 96, 120]",0.0,0.03,0.06,0.6,0.19,0.0
0.11,"[203, 22, 95, 118]",0.0,0.03,0.05,0.61,0.21,0.0
0.17,"[204, 22, 94, 117]",0.0,0.02,0.05,0.49,0.27,0.0
0.11,"[203, 22, 95, 118]",0.0,0.03,0.05,0.63,0.18,0.0
0.09,"[208, 19, 90, 116]",0.0,0.02,0.1,0.56,0.22,0.0
0.13,"[208, 20, 89, 115]",0.0,0.01,0.08,0.54,0.23,0.0
0.11,"[207, 19, 91, 116]",0.0,0.02,0.1,0.53,0.24,0.0
0.39,"[210, 28, 87, 107]",0.0,0.06,0.02,0.27,0.26,0.0
0.43,"[210, 28, 86, 106]",0.0,0.04,0.02,0.27,0.24,0.0
0.09,"[207, 17, 90, 118]",0.0,0.02,0.1,0.55,0.24,0.0
0.12,"[207, 18, 90, 118]",0.0,0.02,0.08,0.55,0.24,0.0
0.08,"[207, 17, 90, 118]",0.0,0.01,0.1,0.56,0.24,0.0
0.19,"[209, 25, 87, 108]",0.0,0.04,0.02,0.53,0.22,0.0
0.14,"[207, 18, 91, 119]",0.0,0.01,0.1,0.53,0.22,0.0
0.06,"[207, 17, 90, 119]",0.0,0.01,0.1,0.67,0.15,0.0
0.11,"[207, 18, 90, 118]",0.0,0.01,0.08,0.62,0.17,0.0
0.12,"[207, 18, 90, 118]",0.0,0.01,0.08,0.6,0.19,0.0
0.1,"[207, 17, 90, 120]",0.0,0.01,0.09,0.61,0.2,0.0
0.08,"[207, 17, 90, 119]",0.0,0.01,0.09,0.62,0.2,0.0
0.06,"[206, 17, 91, 119]",0.0,0.01,0.09,0.68,0.17,0.0
0.12,"[209, 24, 87, 111]",0.0,0.04,0.01,0.2,0.63,0.0
0.09,"[210, 28, 86, 106]",0.0,0.06,0.0,0.27,0.58,0.0
0.08,"[210, 29, 86, 105]",0.0,0.09,0.0,0.2,0.62,0.0
0.07,"[210, 29, 86, 105]",0.0,0.13,0.0,0.22,0.58,0.0
0.06,"[210, 29, 86, 106]",0.0,0.08,0.0,0.14,0.72,0.0
0.07,"[210, 28, 87, 107]",0.0,0.07,0.0,0.17,0.68,0.0
0.07,"[211, 30, 85, 104]",0.0,0.12,0.0,0.16,0.63,0.0
0.08,"[211, 28, 86, 107]",0.0,0.08,0.0,0.11,0.73,0.0
0.07,"[211, 29, 85, 106]",0.0,0.08,0.0,0.14,0.7,0.0
0.08,"[211, 29, 85, 106]",0.0,0.08,0.0,0.14,0.7,0.0
0.08,"[211, 29, 85, 106]",0.0,0.08,0.0,0.14,0.7,0.0
0.08,"[210, 28, 86, 107]",0.0,0.07,0.0,0.16,0.69,0.0
0.09,"[210, 28, 86, 107]",0.0,0.07,0.0,0.17,0.67,0.0
0.09,"[210, 28, 86, 107]",0.0,0.07,0.0,0.17,0.66,0.0
0.11,"[209, 28, 87, 106]",0.0,0.1,0.0,0.15,0.64,0.0
0.11,"[209, 28, 87, 106]",0.0,0.1,0.0,0.16,0.63,0.0
0.08,"[210, 29, 85, 106]",0.0,0.06,0.0,0.23,0.62,0.0
0.07,"[210, 28, 85, 107]",0.0,0.05,0.01,0.32,0.55,0.0
0.09,"[210, 29, 84, 105]",0.0,0.1,0.0,0.28,0.52,0.0
0.19,"[210, 29, 86, 105]",0.0,0.15,0.01,0.3,0.35,0.0
0.18,"[210, 24, 87, 111]",0.0,0.03,0.03,0.49,0.26,0.0
0.21,"[210, 25, 87, 110]",0.0,0.03,0.03,0.52,0.2,0.0
0.19,"[211, 25, 86, 110]",0.0,0.03,0.03,0.6,0.15,0.0
0.18,"[210, 25, 87, 110]",0.0,0.03,0.04,0.61,0.14,0.0
0.22,"[211, 25, 86, 109]",0.0,0.04,0.03,0.52,0.19,0.0
0.19,"[211, 26, 86, 108]",0.0,0.04,0.03,0.59,0.14,0.0
0.2,"[211, 26, 86, 109]",0.0,0.04,0.03,0.57,0.16,0.0
0.2,"[210, 26, 88, 109]",0.0,0.04,0.04,0.57,0.15,0.0
0.18,"[210, 26, 87, 109]",0.0,0.03,0.04,0.61,0.14,0.0
0.15,"[210, 25, 87, 110]",0.0,0.02,0.05,0.66,0.11,0.0
0.15,"[210, 25, 87, 110]",0.0,0.03,0.05,0.66,0.11,0.0
0.15,"[210, 25, 87, 110]",0.0,0.03,0.05,0.65,0.12,0.0
0.19,"[210, 25, 87, 111]",0.0,0.02,0.06,0.55,0.18,0.0
0.15,"[210, 25, 87, 110]",0.0,0.03,0.05,0.66,0.12,0.0
0.15,"[210, 25, 87, 110]",0.0,0.03,0.05,0.66,0.12,0.0
0.19,"[210, 25, 88, 111]",0.0,0.03,0.03,0.51,0.24,0.0
0.17,"[210, 25, 88, 111]",0.0,0.04,0.03,0.51,0.25,0.0
0.16,"[210, 25, 88, 111]",0.0,0.04,0.03,0.55,0.22,0.0
0.16,"[210, 25, 88, 111]",0.0,0.04,0.03,0.56,0.21,0.0
0.17,"[210, 25, 88, 111]",0.0,0.03,0.03,0.56,0.2,0.0
0.17,"[210, 25, 88, 111]",0.0,0.04,0.03,0.55,0.21,0.0
0.14,"[206, 23, 93, 114]",0.0,0.02,0.05,0.61,0.18,0.0
0.13,"[206, 23, 93, 115]",0.0,0.02,0.04,0.67,0.14,0.0
0.15,"[206, 22, 93, 116]",0.0,0.02,0.04,0.55,0.23,0.0
0.12,"[206, 23, 93, 115]",0.0,0.01,0.04,0.69,0.14,0.0
0.12,"[206, 23, 93, 115]",0.0,0.01,0.04,0.68,0.15,0.0
0.18,"[211, 28, 86, 107]",0.0,0.05,0.03,0.58,0.17,0.0
0.19,"[210, 28, 87, 106]",0.0,0.05,0.02,0.56,0.18,0.0
0.2,"[210, 28, 87, 106]",0.0,0.05,0.02,0.54,0.18,0.0
0.2,"[210, 28, 87, 106]",0.0,0.05,0.02,0.54,0.18,0.0
0.2,"[210, 28, 87, 106]",0.0,0.05,0.02,0.54,0.18,0.0
0.11,"[206, 23, 93, 115]",0.0,0.01,0.04,0.68,0.15,0.0
0.12,"[206, 23, 93, 115]",0.0,0.01,0.04,0.68,0.15,0.0
0.14,"[206, 23, 93, 115]",0.0,0.01,0.05,0.65,0.16,0.0
0.15,"[206, 23, 93, 115]",0.0,0.01,0.05,0.62,0.17,0.0
0.15,"[206, 23, 93, 115]",0.0,0.01,0.06,0.58,0.2,0.0
0.14,"[206, 23, 93, 115]",0.0,0.01,0.05,0.59,0.2,0.0
0.25,"[210, 28, 87, 108]",0.0,0.04,0.02,0.47,0.23,0.0
0.25,"[210, 28, 87, 108]",0.0,0.04,0.02,0.47,0.22,0.0
0.24,"[210, 28, 87, 108]",0.0,0.04,0.02,0.47,0.23,0.0
0.24,"[210, 28, 87, 108]",0.0,0.04,0.02,0.47,0.23,0.0
0.24,"[210, 28, 87, 108]",0.0,0.04,0.02,0.47,0.23,0.0
0.19,"[207, 23, 92, 115]",0.0,0.02,0.03,0.49,0.26,0.0
0.19,"[207, 23, 92, 115]",0.0,0.02,0.04,0.51,0.25,0.0
0.29,"[210, 28, 87, 109]",0.0,0.03,0.02,0.42,0.24,0.0
0.29,"[212, 31, 85, 105]",0.0,0.04,0.02,0.47,0.18,0.0
0.36,"[211, 32, 86, 104]",0.0,0.04,0.01,0.35,0.23,0.0
0.32,"[212, 31, 85, 105]",0.0,0.05,0.02,0.43,0.19,0.0
0.3,"[211, 31, 86, 106]",0.0,0.05,0.02,0.41,0.23,0.0
0.28,"[212, 31, 85, 105]",0.0,0.05,0.03,0.47,0.17,0.0
0.3,"[211, 31, 86, 106]",0.0,0.04,0.02,0.41,0.22,0.0
0.26,"[212, 32, 85, 106]",0.0,0.11,0.02,0.41,0.2,0.01
0.35,"[211, 31, 86, 106]",0.0,0.04,0.02,0.36,0.23,0.0
0.34,"[211, 31, 86, 106]",0.0,0.05,0.02,0.35,0.24,0.0
0.37,"[212, 32, 85, 104]",0.0,0.07,0.03,0.37,0.16,0.0
0.34,"[211, 31, 87, 106]",0.0,0.05,0.03,0.38,0.2,0.0
0.38,"[212, 32, 85, 104]",0.0,0.06,0.03,0.39,0.15,0.0
0.31,"[212, 32, 85, 106]",0.0,0.09,0.02,0.38,0.2,0.0
0.32,"[212, 32, 85, 105]",0.0,0.04,0.02,0.38,0.24,0.0
0.21,"[211, 29, 87, 108]",0.0,0.09,0.02,0.41,0.26,0.0
0.21,"[211, 29, 87, 108]",0.0,0.1,0.02,0.4,0.28,0.0
0.2,"[210, 29, 88, 108]",0.0,0.05,0.02,0.48,0.25,0.0
0.26,"[210, 29, 88, 109]",0.0,0.05,0.02,0.41,0.26,0.0
0.18,"[210, 29, 88, 108]",0.0,0.05,0.02,0.53,0.22,0.0
0.22,"[210, 29, 88, 109]",0.0,0.04,0.02,0.46,0.25,0.0
0.17,"[210, 29, 87, 108]",0.0,0.04,0.03,0.53,0.23,0.0
0.18,"[210, 29, 87, 108]",0.0,0.04,0.03,0.52,0.23,0.0
0.18,"[210, 29, 87, 108]",0.0,0.04,0.03,0.53,0.23,0.0
0.26,"[210, 30, 87, 107]",0.0,0.06,0.02,0.44,0.22,0.0
0.19,"[210, 29, 88, 108]",0.0,0.05,0.02,0.47,0.26,0.0
0.19,"[211, 29, 87, 108]",0.0,0.08,0.03,0.43,0.27,0.0
0.23,"[211, 28, 87, 109]",0.0,0.05,0.02,0.39,0.3,0.0
0.23,"[211, 28, 87, 109]",0.0,0.05,0.02,0.38,0.33,0.0
0.2,"[211, 28, 88, 109]",0.0,0.09,0.02,0.34,0.35,0.0
0.2,"[211, 28, 88, 109]",0.0,0.09,0.02,0.35,0.34,0.0
0.22,"[211, 28, 87, 109]",0.0,0.04,0.02,0.42,0.29,0.0
0.18,"[211, 29, 87, 108]",0.0,0.06,0.02,0.46,0.28,0.0
0.16,"[211, 29, 87, 108]",0.0,0.06,0.02,0.47,0.28,0.0
0.22,"[210, 30, 88, 107]",0.0,0.05,0.03,0.46,0.25,0.0
0.16,"[211, 29, 88, 108]",0.0,0.06,0.02,0.45,0.3,0.0
0.18,"[211, 29, 88, 108]",0.0,0.07,0.02,0.43,0.29,0.0
0.18,"[211, 29, 88, 108]",0.0,0.07,0.02,0.42,0.31,0.0
0.3,"[213, 33, 84, 104]",0.0,0.07,0.04,0.4,0.19,0.0
0.35,"[213, 33, 85, 105]",0.0,0.06,0.04,0.36,0.18,0.0
0.36,"[213, 33, 85, 105]",0.0,0.06,0.04,0.36,0.18,0.0
0.33,"[213, 33, 85, 105]",0.0,0.06,0.03,0.4,0.18,0.0
0.33,"[213, 33, 85, 105]",0.0,0.06,0.03,0.41,0.17,0.0
0.35,"[213, 33, 85, 105]",0.0,0.06,0.03,0.4,0.16,0.0
0.35,"[213, 33, 85, 105]",0.0,0.05,0.03,0.4,0.17,0.0
0.33,"[213, 34, 84, 103]",0.0,0.05,0.02,0.44,0.16,0.0
0.33,"[213, 33, 85, 105]",0.0,0.06,0.02,0.41,0.18,0.0
0.35,"[212, 33, 86, 105]",0.0,0.06,0.02,0.38,0.18,0.0
0.35,"[214, 33, 83, 105]",0.0,0.06,0.02,0.37,0.19,0.0
0.34,"[213, 33, 84, 105]",0.0,0.07,0.02,0.37,0.2,0.0
0.32,"[212, 33, 85, 104]",0.0,0.08,0.02,0.37,0.21,0.0
0.24,"[211, 29, 87, 107]",0.0,0.07,0.01,0.44,0.24,0.0
0.21,"[211, 29, 88, 108]",0.0,0.08,0.03,0.41,0.27,0.01
0.18,"[211, 29, 87, 108]",0.0,0.09,0.02,0.39,0.31,0.0
0.23,"[210, 28, 87, 108]",0.0,0.05,0.02,0.42,0.27,0.0
0.21,"[210, 29, 88, 107]",0.0,0.06,0.02,0.43,0.27,0.0
0.22,"[210, 29, 88, 107]",0.0,0.06,0.02,0.43,0.27,0.0
0.22,"[210, 29, 88, 107]",0.0,0.06,0.02,0.42,0.27,0.0
0.23,"[210, 29, 87, 107]",0.0,0.04,0.02,0.45,0.26,0.01
0.23,"[210, 29, 87, 107]",0.0,0.04,0.02,0.45,0.26,0.0
0.24,"[209, 29, 88, 107]",0.0,0.04,0.02,0.45,0.24,0.0
0.25,"[210, 29, 87, 107]",0.0,0.04,0.02,0.45,0.23,0.0
0.21,"[210, 29, 87, 108]",0.0,0.06,0.03,0.44,0.25,0.01
0.24,"[209, 29, 87, 107]",0.0,0.04,0.04,0.46,0.22,0.01
0.27,"[209, 29, 87, 107]",0.0,0.04,0.03,0.42,0.23,0.01
0.23,"[209, 28, 87, 108]",0.0,0.05,0.03,0.44,0.24,0.0
0.3,"[209, 28, 88, 109]",0.0,0.05,0.04,0.38,0.22,0.01
0.21,"[210, 27, 87, 108]",0.0,0.06,0.04,0.5,0.19,0.0
0.24,"[209, 26, 87, 111]",0.0,0.04,0.07,0.46,0.18,0.0
0.25,"[208, 26, 88, 111]",0.0,0.04,0.05,0.44,0.21,0.0
0.2,"[209, 27, 88, 109]",0.0,0.05,0.05,0.48,0.21,0.0
0.11,"[210, 29, 85, 106]",0.0,0.1,0.0,0.19,0.58,0.0
0.08,"[210, 30, 85, 104]",0.0,0.1,0.0,0.22,0.6,0.0
0.1,"[210, 28, 85, 106]",0.0,0.14,0.0,0.19,0.57,0.0
0.25,"[209, 26, 86, 109]",0.0,0.07,0.02,0.28,0.38,0.0
0.22,"[208, 24, 87, 111]",0.0,0.02,0.09,0.5,0.17,0.0
0.18,"[207, 23, 87, 111]",0.0,0.02,0.05,0.56,0.19,0.0
0.23,"[207, 23, 87, 110]",0.0,0.04,0.04,0.49,0.2,0.0
0.32,"[208, 24, 86, 110]",0.0,0.03,0.04,0.38,0.23,0.0
0.25,"[206, 23, 87, 109]",0.0,0.03,0.02,0.46,0.24,0.0
0.24,"[207, 23, 86, 110]",0.0,0.06,0.02,0.27,0.41,0.01
0.21,"[207, 24, 86, 108]",0.0,0.07,0.01,0.23,0.48,0.0
0.2,"[207, 26, 85, 106]",0.0,0.09,0.01,0.19,0.5,0.0
0.2,"[207, 25, 85, 108]",0.0,0.05,0.01,0.21,0.53,0.0
0.2,"[208, 26, 83, 106]",0.0,0.08,0.01,0.24,0.48,0.0
0.24,"[208, 27, 83, 105]",0.0,0.07,0.0,0.23,0.45,0.0
0.2,"[207, 27, 84, 105]",0.0,0.06,0.0,0.24,0.48,0.0
0.19,"[207, 25, 84, 107]",0.0,0.06,0.01,0.26,0.48,0.0
0.06,"[207, 26, 84, 105]",0.0,0.07,0.0,0.31,0.55,0.0
0.09,"[207, 25, 83, 106]",0.0,0.06,0.0,0.27,0.57,0.0
0.19,"[207, 25, 83, 107]",0.0,0.08,0.01,0.29,0.42,0.0
0.27,"[207, 24, 84, 107]",0.0,0.06,0.02,0.33,0.33,0.0
0.21,"[207, 22, 84, 109]",0.0,0.05,0.03,0.49,0.22,0.0
0.2,"[208, 22, 83, 109]",0.0,0.02,0.02,0.54,0.22,0.0
0.24,"[208, 22, 85, 109]",0.0,0.03,0.01,0.44,0.29,0.0
0.24,"[209, 22, 83, 108]",0.0,0.04,0.02,0.46,0.25,0.0
0.27,"[209, 21, 83, 110]",0.0,0.02,0.02,0.43,0.25,0.0
0.25,"[209, 22, 83, 109]",0.0,0.03,0.01,0.44,0.27,0.0
0.3,"[209, 21, 83, 110]",0.0,0.03,0.02,0.43,0.23,0.0
0.29,"[209, 21, 83, 110]",0.0,0.03,0.01,0.46,0.21,0.0
0.29,"[209, 21, 83, 110]",0.0,0.03,0.02,0.46,0.21,0.0
0.2,"[208, 21, 84, 111]",0.0,0.03,0.02,0.54,0.21,0.0
