angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.23,"[325, 15, 95, 117]",0.0,0.14,0.02,0.36,0.24,0.01
0.24,"[324, 16, 95, 116]",0.0,0.13,0.02,0.34,0.28,0.01
0.2,"[318, 17, 97, 117]",0.0,0.06,0.01,0.48,0.25,0.0
0.27,"[318, 19, 96, 116]",0.0,0.07,0.01,0.35,0.3,0.0
0.21,"[322, 16, 95, 116]",0.0,0.14,0.01,0.35,0.27,0.01
0.21,"[321, 16, 95, 116]",0.0,0.15,0.02,0.37,0.24,0.01
0.25,"[320, 14, 95, 119]",0.0,0.12,0.01,0.32,0.29,0.01
0.23,"[320, 15, 94, 118]",0.0,0.15,0.01,0.32,0.28,0.01
0.26,"[316, 19, 96, 116]",0.0,0.05,0.01,0.38,0.3,0.0
0.22,"[318, 17, 95, 117]",0.0,0.08,0.01,0.41,0.29,0.0
0.24,"[318, 18, 94, 116]",0.0,0.09,0.01,0.35,0.31,0.0
0.27,"[316, 14, 95, 121]",0.0,0.12,0.01,0.31,0.29,0.01
0.24,"[314, 12, 96, 124]",0.0,0.09,0.01,0.4,0.25,0.01
0.18,"[307, 13, 103, 126]",0.0,0.13,0.03,0.31,0.35,0.0
0.19,"[306, 13, 104, 126]",0.0,0.12,0.03,0.29,0.35,0.0
0.29,"[312, 15, 95, 121]",0.0,0.09,0.01,0.34,0.27,0.0
0.27,"[311, 16, 96, 121]",0.0,0.08,0.01,0.27,0.37,0.0
0.09,"[303, 13, 102, 124]",0.0,0.07,0.01,0.39,0.44,0.0
0.05,"[306, 21, 96, 114]",0.0,0.07,0.01,0.61,0.27,0.0
0.06,"[306, 21, 95, 114]",0.0,0.14,0.01,0.42,0.37,0.0
0.06,"[303, 22, 95, 115]",0.0,0.08,0.0,0.26,0.6,0.0
0.1,"[302, 22, 95, 115]",0.0,0.09,0.01,0.26,0.54,0.0
0.11,"[300, 16, 96, 120]",0.0,0.06,0.02,0.42,0.39,0.0
0.09,"[293, 13, 103, 130]",0.0,0.11,0.03,0.35,0.42,0.01
0.11,"[291, 13, 103, 130]",0.0,0.1,0.03,0.38,0.38,0.0
0.18,"[301, 20, 92, 116]",0.0,0.12,0.02,0.42,0.25,0.0
0.22,"[300, 21, 92, 116]",0.0,0.09,0.01,0.34,0.32,0.0
0.13,"[292, 17, 97, 119]",0.0,0.06,0.01,0.44,0.35,0.0
0.19,"[292, 24, 93, 114]",0.0,0.1,0.01,0.31,0.39,0.0
0.07,"[290, 23, 93, 114]",0.0,0.07,0.0,0.4,0.46,0.0
0.08,"[290, 20, 95, 117]",0.0,0.11,0.0,0.27,0.52,0.0
0.08,"[289, 25, 92, 112]",0.0,0.1,0.0,0.35,0.46,0.0
0.04,"[282, 15, 102, 127]",0.0,0.07,0.01,0.21,0.67,0.0
0.06,"[287, 23, 94, 115]",0.0,0.15,0.0,0.21,0.57,0.01
0.03,"[277, 15, 98, 126]",0.0,0.05,0.0,0.24,0.68,0.0
0.05,"[281, 18, 96, 119]",0.0,0.08,0.01,0.32,0.54,0.0
0.05,"[284, 21, 92, 117]",0.0,0.09,0.0,0.25,0.61,0.0
0.07,"[275, 17, 99, 122]",0.0,0.06,0.02,0.55,0.29,0.0
0.21,"[278, 26, 92, 112]",0.0,0.08,0.01,0.43,0.28,0.0
0.11,"[269, 17, 102, 125]",0.0,0.06,0.04,0.52,0.26,0.0
0.18,"[277, 25, 91, 113]",0.0,0.09,0.01,0.44,0.28,0.0
0.24,"[275, 26, 92, 112]",0.0,0.1,0.01,0.39,0.25,0.0
0.1,"[270, 20, 96, 119]",0.0,0.05,0.01,0.7,0.13,0.0
0.07,"[263, 20, 102, 125]",0.0,0.11,0.02,0.48,0.32,0.01
0.07,"[262, 20, 102, 126]",0.0,0.09,0.02,0.45,0.36,0.01
0.13,"[269, 23, 93, 115]",0.0,0.08,0.02,0.57,0.21,0.0
0.16,"[268, 24, 93, 114]",0.0,0.11,0.02,0.55,0.17,0.0
0.16,"[268, 26, 91, 112]",0.0,0.11,0.01,0.46,0.25,0.0
0.18,"[267, 26, 91, 112]",0.0,0.11,0.01,0.48,0.22,0.0
0.17,"[266, 26, 92, 113]",0.0,0.1,0.02,0.46,0.25,0.0
0.21,"[265, 28, 91, 110]",0.0,0.13,0.01,0.43,0.2,0.0
0.13,"[258, 22, 99, 122]",0.0,0.08,0.05,0.4,0.34,0.0
0.13,"[256, 20, 98, 125]",0.0,0.08,0.02,0.37,0.4,0.0
0.22,"[262, 28, 92, 112]",0.0,0.13,0.02,0.4,0.23,0.0
0.12,"[254, 19, 99, 126]",0.0,0.09,0.03,0.35,0.4,0.0
0.11,"[255, 20, 96, 121]",0.0,0.04,0.04,0.62,0.19,0.0
0.17,"[255, 23, 95, 119]",0.0,0.07,0.03,0.43,0.28,0.0
0.11,"[255, 25, 92, 114]",0.0,0.06,0.01,0.67,0.14,0.0
0.13,"[254, 26, 92, 113]",0.0,0.05,0.02,0.67,0.13,0.0
0.16,"[255, 27, 91, 112]",0.0,0.08,0.02,0.58,0.15,0.0
0.13,"[246, 22, 100, 122]",0.0,0.14,0.04,0.38,0.3,0.01
0.13,"[253, 28, 90, 111]",0.0,0.07,0.02,0.56,0.22,0.0
0.17,"[253, 27, 92, 114]",0.0,0.06,0.02,0.39,0.36,0.0
0.17,"[253, 27, 91, 114]",0.0,0.07,0.03,0.45,0.26,0.01
0.15,"[252, 27, 91, 114]",0.0,0.07,0.02,0.47,0.28,0.0
0.14,"[251, 28, 92, 112]",0.0,0.12,0.02,0.44,0.28,0.01
0.04,"[248, 27, 92, 114]",0.0,0.05,0.02,0.62,0.27,0.0
0.05,"[246, 27, 94, 115]",0.0,0.08,0.02,0.45,0.39,0.0
0.04,"[247, 24, 92, 116]",0.0,0.08,0.01,0.4,0.47,0.0
0.06,"[247, 20, 90, 122]",0.0,0.04,0.01,0.44,0.44,0.0
0.1,"[245, 22, 93, 119]",0.0,0.05,0.01,0.49,0.34,0.0
0.13,"[242, 23, 96, 119]",0.0,0.07,0.02,0.51,0.28,0.0
0.14,"[248, 30, 88, 110]",0.0,0.1,0.01,0.47,0.26,0.01
0.21,"[248, 30, 87, 111]",0.0,0.07,0.02,0.43,0.27,0.0
0.19,"[247, 30, 87, 112]",0.0,0.12,0.03,0.43,0.23,0.01
0.21,"[246, 30, 88, 111]",0.0,0.09,0.02,0.44,0.23,0.01
0.12,"[241, 22, 91, 119]",0.0,0.04,0.02,0.51,0.31,0.0
0.15,"[242, 28, 91, 114]",0.0,0.06,0.02,0.44,0.32,0.0
0.17,"[241, 28, 91, 114]",0.0,0.06,0.02,0.44,0.31,0.0
0.17,"[241, 29, 90, 112]",0.0,0.05,0.01,0.42,0.34,0.0
0.15,"[240, 28, 90, 113]",0.0,0.05,0.01,0.45,0.34,0.0
0.2,"[242, 32, 86, 108]",0.0,0.08,0.01,0.4,0.31,0.0
0.21,"[241, 31, 87, 109]",0.0,0.05,0.02,0.47,0.25,0.0
0.22,"[240, 32, 87, 108]",0.0,0.07,0.01,0.36,0.33,0.0
0.26,"[239, 32, 87, 108]",0.0,0.08,0.01,0.31,0.33,0.0
0.16,"[238, 27, 87, 114]",0.0,0.06,0.02,0.46,0.29,0.01
0.13,"[237, 27, 87, 113]",0.0,0.06,0.02,0.51,0.28,0.01
0.18,"[237, 30, 88, 111]",0.0,0.07,0.02,0.46,0.27,0.0
0.2,"[237, 31, 87, 110]",0.0,0.09,0.01,0.39,0.29,0.0
0.22,"[236, 30, 88, 111]",0.0,0.06,0.02,0.43,0.27,0.0
0.25,"[236, 31, 87, 109]",0.0,0.06,0.02,0.39,0.28,0.0
0.27,"[236, 32, 86, 108]",0.0,0.07,0.02,0.31,0.34,0.0
0.26,"[235, 32, 86, 108]",0.0,0.06,0.02,0.33,0.33,0.0
0.23,"[234, 31, 87, 110]",0.0,0.08,0.02,0.39,0.28,0.0
0.15,"[230, 28, 90, 113]",0.0,0.04,0.01,0.37,0.42,0.0
0.08,"[229, 22, 90, 119]",0.0,0.02,0.03,0.59,0.27,0.0
0.11,"[228, 22, 90, 120]",0.0,0.03,0.04,0.56,0.26,0.0
0.14,"[227, 28, 91, 112]",0.0,0.04,0.02,0.51,0.28,0.0
0.14,"[226, 29, 91, 112]",0.0,0.04,0.02,0.38,0.41,0.0
0.19,"[226, 29, 91, 112]",0.0,0.05,0.02,0.38,0.36,0.0
0.15,"[228, 31, 86, 108]",0.0,0.06,0.02,0.52,0.25,0.0
0.12,"[225, 28, 86, 112]",0.0,0.07,0.02,0.54,0.25,0.0
0.13,"[223, 31, 87, 108]",0.0,0.1,0.02,0.46,0.29,0.0
0.08,"[210, 23, 98, 122]",0.0,0.08,0.02,0.44,0.38,0.0
0.06,"[214, 23, 93, 117]",0.0,0.04,0.01,0.66,0.22,0.0
0.14,"[215, 29, 90, 111]",0.0,0.08,0.01,0.41,0.34,0.0
0.15,"[214, 29, 90, 111]",0.0,0.08,0.02,0.43,0.32,0.01
0.16,"[215, 29, 87, 111]",0.0,0.1,0.02,0.42,0.3,0.01
0.19,"[214, 29, 87, 111]",0.0,0.08,0.02,0.44,0.26,0.01
0.18,"[213, 30, 89, 109]",0.0,0.09,0.01,0.46,0.26,0.0
0.13,"[213, 29, 88, 110]",0.0,0.13,0.01,0.49,0.23,0.01
0.17,"[212, 30, 88, 109]",0.0,0.08,0.01,0.5,0.23,0.0
0.15,"[206, 23, 95, 120]",0.0,0.1,0.02,0.4,0.33,0.01
0.19,"[216, 33, 84, 105]",0.0,0.2,0.01,0.24,0.35,0.02
0.07,"[206, 22, 94, 119]",0.0,0.05,0.02,0.62,0.22,0.0
0.12,"[212, 29, 86, 109]",0.0,0.15,0.02,0.47,0.23,0.01
0.14,"[212, 30, 86, 108]",0.0,0.14,0.02,0.5,0.2,0.01
0.22,"[211, 31, 87, 107]",0.0,0.15,0.01,0.41,0.2,0.01
0.23,"[212, 31, 85, 107]",0.0,0.14,0.02,0.38,0.22,0.01
0.22,"[211, 31, 85, 107]",0.0,0.14,0.01,0.41,0.21,0.01
0.14,"[203, 21, 99, 124]",0.0,0.1,0.05,0.41,0.27,0.03
0.12,"[202, 20, 100, 125]",0.0,0.1,0.04,0.41,0.31,0.02
0.11,"[201, 20, 100, 124]",0.0,0.06,0.04,0.52,0.26,0.0
0.14,"[202, 21, 98, 123]",0.0,0.13,0.05,0.4,0.26,0.02
0.19,"[203, 24, 95, 117]",0.0,0.07,0.02,0.46,0.26,0.0
0.19,"[204, 24, 93, 117]",0.0,0.08,0.02,0.42,0.28,0.01
0.14,"[204, 22, 92, 118]",0.0,0.04,0.02,0.58,0.22,0.0
0.12,"[203, 22, 92, 118]",0.0,0.03,0.02,0.61,0.22,0.0
0.12,"[203, 22, 92, 118]",0.0,0.04,0.02,0.61,0.22,0.0
0.11,"[202, 22, 94, 119]",0.0,0.08,0.02,0.49,0.29,0.01
0.11,"[201, 22, 95, 119]",0.0,0.07,0.02,0.53,0.26,0.01
0.12,"[204, 30, 89, 108]",0.0,0.16,0.02,0.44,0.25,0.01
0.11,"[201, 23, 94, 118]",0.0,0.06,0.02,0.52,0.28,0.01
0.11,"[202, 23, 93, 118]",0.0,0.07,0.02,0.52,0.27,0.0
0.11,"[201, 23, 93, 118]",0.0,0.08,0.02,0.49,0.3,0.0
0.13,"[204, 29, 90, 110]",0.0,0.15,0.01,0.4,0.3,0.01
0.12,"[203, 28, 90, 112]",0.0,0.08,0.02,0.41,0.37,0.01
0.16,"[203, 29, 90, 111]",0.0,0.06,0.02,0.45,0.3,0.0
0.13,"[203, 28, 89, 112]",0.0,0.07,0.02,0.4,0.38,0.01
0.15,"[203, 28, 89, 112]",0.0,0.08,0.01,0.41,0.34,0.01
0.13,"[202, 28, 90, 112]",0.0,0.08,0.02,0.4,0.36,0.01
0.12,"[202, 28, 90, 112]",0.0,0.08,0.02,0.41,0.37,0.01
0.15,"[202, 28, 91, 112]",0.0,0.08,0.01,0.43,0.32,0.01
0.13,"[202, 28, 90, 112]",0.0,0.08,0.02,0.39,0.38,0.01
0.12,"[202, 28, 90, 112]",0.0,0.08,0.02,0.4,0.37,0.01
0.13,"[202, 28, 90, 112]",0.0,0.08,0.02,0.39,0.37,0.01
0.14,"[201, 28, 91, 112]",0.0,0.09,0.02,0.36,0.39,0.01
0.15,"[202, 28, 90, 112]",0.0,0.09,0.02,0.37,0.37,0.0
0.19,"[202, 29, 90, 111]",0.0,0.08,0.01,0.4,0.3,0.0
0.19,"[202, 29, 90, 111]",0.0,0.09,0.01,0.39,0.32,0.01
0.16,"[202, 28, 90, 112]",0.0,0.08,0.02,0.34,0.39,0.0
0.16,"[202, 28, 90, 112]",0.0,0.08,0.02,0.36,0.38,0.01
0.16,"[202, 28, 90, 112]",0.0,0.08,0.02,0.35,0.39,0.01
0.16,"[201, 28, 91, 112]",0.0,0.09,0.02,0.34,0.39,0.01
0.2,"[202, 29, 90, 111]",0.0,0.08,0.02,0.37,0.31,0.0
0.16,"[202, 28, 90, 112]",0.0,0.08,0.02,0.37,0.36,0.0
0.16,"[202, 28, 90, 112]",0.0,0.08,0.02,0.35,0.39,0.0
0.15,"[202, 28, 90, 112]",0.0,0.08,0.02,0.34,0.4,0.01
0.15,"[202, 28, 90, 112]",0.0,0.08,0.02,0.37,0.38,0.0
0.19,"[201, 29, 92, 112]",0.0,0.09,0.02,0.37,0.32,0.0
0.2,"[202, 28, 91, 113]",0.0,0.07,0.02,0.32,0.38,0.0
0.23,"[202, 29, 91, 112]",0.0,0.08,0.02,0.41,0.24,0.0
0.17,"[201, 29, 92, 111]",0.0,0.07,0.02,0.41,0.33,0.01
0.18,"[202, 29, 91, 111]",0.0,0.09,0.02,0.36,0.35,0.01
0.05,"[200, 23, 93, 118]",0.0,0.09,0.01,0.25,0.59,0.01
0.04,"[203, 29, 88, 110]",0.0,0.13,0.01,0.3,0.51,0.0
0.06,"[203, 30, 87, 110]",0.0,0.08,0.01,0.23,0.62,0.0
0.11,"[203, 30, 88, 110]",0.0,0.09,0.0,0.19,0.6,0.0
0.12,"[203, 24, 89, 117]",0.0,0.1,0.01,0.3,0.46,0.01
0.17,"[204, 31, 87, 108]",0.0,0.1,0.01,0.31,0.41,0.01
0.19,"[204, 31, 88, 108]",0.0,0.1,0.01,0.34,0.37,0.0
0.19,"[204, 31, 87, 108]",0.0,0.1,0.01,0.33,0.37,0.0
0.19,"[204, 30, 88, 110]",0.0,0.09,0.01,0.28,0.43,0.0
0.16,"[203, 29, 89, 111]",0.0,0.07,0.01,0.37,0.39,0.0
0.15,"[203, 29, 89, 111]",0.0,0.06,0.01,0.39,0.37,0.0
0.12,"[202, 24, 92, 117]",0.0,0.05,0.02,0.45,0.36,0.0
0.18,"[204, 30, 88, 110]",0.0,0.1,0.01,0.31,0.39,0.01
0.15,"[204, 31, 87, 109]",0.0,0.1,0.01,0.3,0.44,0.0
0.09,"[203, 30, 88, 111]",0.0,0.1,0.0,0.22,0.58,0.0
0.06,"[204, 32, 86, 108]",0.0,0.11,0.0,0.25,0.57,0.0
0.06,"[204, 30, 87, 111]",0.0,0.09,0.0,0.19,0.65,0.0
0.06,"[202, 24, 90, 118]",0.0,0.05,0.0,0.3,0.59,0.0
0.08,"[202, 25, 90, 117]",0.0,0.04,0.0,0.27,0.6,0.0
0.07,"[202, 25, 89, 117]",0.0,0.05,0.0,0.24,0.64,0.0
0.07,"[202, 25, 89, 116]",0.0,0.04,0.0,0.29,0.59,0.0
0.09,"[202, 25, 89, 117]",0.0,0.05,0.0,0.29,0.56,0.0
0.07,"[203, 30, 89, 111]",0.0,0.1,0.0,0.2,0.62,0.0
0.06,"[202, 25, 89, 118]",0.0,0.07,0.0,0.26,0.61,0.0
0.05,"[202, 30, 88, 111]",0.0,0.08,0.0,0.17,0.69,0.0
0.04,"[202, 30, 88, 111]",0.0,0.09,0.0,0.2,0.66,0.0
0.04,"[196, 25, 91, 116]",0.0,0.08,0.0,0.39,0.5,0.0
0.02,"[195, 25, 93, 117]",0.0,0.1,0.0,0.3,0.57,0.0
0.03,"[195, 23, 92, 118]",0.0,0.07,0.0,0.33,0.57,0.0
0.06,"[201, 28, 86, 111]",0.0,0.12,0.0,0.3,0.52,0.0
0.04,"[195, 22, 92, 117]",0.0,0.07,0.0,0.44,0.46,0.0
0.09,"[200, 26, 88, 113]",0.0,0.07,0.0,0.35,0.48,0.0
0.08,"[196, 24, 89, 113]",0.0,0.06,0.01,0.53,0.31,0.0
0.1,"[199, 25, 88, 114]",0.0,0.05,0.0,0.46,0.38,0.0
0.1,"[195, 23, 89, 115]",0.0,0.14,0.01,0.37,0.37,0.01
0.04,"[199, 27, 87, 111]",0.0,0.09,0.0,0.18,0.68,0.0
0.06,"[196, 25, 87, 112]",0.0,0.09,0.0,0.3,0.54,0.0
0.04,"[200, 27, 84, 111]",0.0,0.06,0.0,0.16,0.74,0.0
0.12,"[195, 24, 87, 113]",0.0,0.1,0.0,0.14,0.64,0.0
0.14,"[194, 23, 88, 113]",0.0,0.07,0.01,0.3,0.48,0.0
0.15,"[193, 23, 89, 113]",0.0,0.09,0.01,0.31,0.44,0.0
0.15,"[194, 22, 88, 115]",0.0,0.14,0.01,0.25,0.44,0.0
0.12,"[193, 20, 87, 115]",0.0,0.12,0.01,0.35,0.4,0.01
0.21,"[197, 23, 85, 113]",0.0,0.11,0.01,0.3,0.36,0.01
0.26,"[196, 23, 86, 112]",0.0,0.08,0.01,0.35,0.3,0.01
0.28,"[195, 22, 87, 113]",0.0,0.09,0.01,0.32,0.29,0.01
0.26,"[195, 22, 87, 113]",0.0,0.07,0.01,0.37,0.28,0.01
0.14,"[197, 23, 85, 113]",0.0,0.06,0.01,0.49,0.3,0.0
0.24,"[196, 22, 86, 113]",0.0,0.08,0.01,0.38,0.28,0.01
0.2,"[197, 23, 85, 112]",0.0,0.04,0.01,0.48,0.27,0.0
0.19,"[197, 23, 86, 112]",0.0,0.05,0.01,0.48,0.27,0.0
0.2,"[197, 23, 86, 112]",0.0,0.05,0.01,0.47,0.27,0.0
0.2,"[194, 22, 88, 113]",0.0,0.07,0.01,0.38,0.32,0.01
0.19,"[194, 22, 88, 113]",0.0,0.07,0.01,0.4,0.33,0.0
0.18,"[194, 22, 88, 113]",0.0,0.06,0.01,0.42,0.32,0.0
0.17,"[194, 22, 88, 113]",0.0,0.07,0.01,0.41,0.33,0.0
0.17,"[194, 22, 89, 113]",0.0,0.07,0.01,0.44,0.32,0.0
0.17,"[194, 22, 89, 113]",0.0,0.06,0.01,0.45,0.31,0.0
0.37,"[202, 28, 82, 107]",0.0,0.07,0.0,0.19,0.36,0.0
0.37,"[202, 28, 82, 107]",0.0,0.08,0.0,0.2,0.34,0.0
0.36,"[202, 29, 82, 106]",0.0,0.09,0.0,0.19,0.36,0.0
0.16,"[194, 22, 90, 114]",0.0,0.06,0.01,0.45,0.31,0.01
0.36,"[202, 28, 82, 107]",0.0,0.06,0.0,0.28,0.29,0.0
0.32,"[202, 28, 83, 107]",0.0,0.06,0.0,0.31,0.3,0.0
0.36,"[202, 28, 83, 108]",0.0,0.06,0.0,0.23,0.34,0.0
0.34,"[202, 29, 83, 107]",0.0,0.08,0.01,0.29,0.28,0.01
0.32,"[202, 28, 83, 109]",0.0,0.06,0.0,0.27,0.35,0.0
0.34,"[202, 29, 83, 108]",0.0,0.07,0.0,0.25,0.33,0.0
0.31,"[202, 29, 83, 108]",0.0,0.07,0.0,0.25,0.36,0.0
0.25,"[202, 29, 83, 107]",0.0,0.08,0.01,0.42,0.25,0.0
0.16,"[193, 23, 91, 115]",0.0,0.06,0.01,0.52,0.26,0.0
0.14,"[194, 23, 90, 115]",0.0,0.04,0.01,0.57,0.23,0.0
0.25,"[201, 28, 85, 110]",0.0,0.08,0.01,0.33,0.33,0.0
0.11,"[194, 22, 90, 117]",0.0,0.03,0.01,0.64,0.2,0.0
0.09,"[194, 23, 90, 115]",0.0,0.03,0.01,0.72,0.15,0.0
0.12,"[196, 24, 90, 114]",0.0,0.04,0.01,0.66,0.17,0.0
0.16,"[196, 24, 90, 115]",0.0,0.03,0.01,0.6,0.19,0.0
0.2,"[197, 24, 90, 115]",0.0,0.04,0.01,0.55,0.2,0.0
0.12,"[196, 24, 90, 115]",0.0,0.03,0.02,0.68,0.15,0.0
0.09,"[195, 24, 91, 115]",0.0,0.03,0.02,0.72,0.14,0.0
0.14,"[197, 25, 90, 114]",0.0,0.03,0.01,0.65,0.17,0.0
0.09,"[196, 25, 90, 114]",0.0,0.03,0.02,0.72,0.15,0.0
0.14,"[200, 28, 86, 112]",0.0,0.05,0.01,0.47,0.33,0.0
0.14,"[200, 28, 86, 112]",0.0,0.05,0.02,0.5,0.29,0.0
0.17,"[201, 28, 86, 112]",0.0,0.04,0.01,0.46,0.32,0.0
0.16,"[200, 29, 87, 111]",0.0,0.05,0.02,0.48,0.29,0.0
0.3,"[203, 31, 85, 108]",0.0,0.05,0.01,0.43,0.2,0.0
0.29,"[204, 31, 84, 108]",0.0,0.05,0.01,0.44,0.2,0.0
0.15,"[201, 29, 88, 112]",0.0,0.05,0.01,0.42,0.35,0.0
0.22,"[203, 31, 85, 108]",0.0,0.06,0.01,0.48,0.23,0.0
0.26,"[204, 31, 84, 109]",0.0,0.08,0.02,0.43,0.2,0.0
0.28,"[204, 31, 84, 109]",0.0,0.07,0.02,0.43,0.19,0.0
0.17,"[202, 30, 87, 111]",0.0,0.07,0.02,0.45,0.28,0.0
0.12,"[196, 24, 92, 118]",0.0,0.03,0.01,0.6,0.25,0.0
0.12,"[196, 23, 93, 119]",0.0,0.04,0.01,0.58,0.25,0.0
0.12,"[196, 23, 92, 117]",0.0,0.02,0.01,0.62,0.22,0.0
0.09,"[196, 25, 94, 116]",0.0,0.02,0.01,0.72,0.16,0.0
0.13,"[197, 23, 93, 118]",0.0,0.02,0.01,0.57,0.27,0.0
0.28,"[203, 29, 87, 112]",0.0,0.05,0.01,0.38,0.29,0.0
0.23,"[203, 30, 86, 111]",0.0,0.05,0.01,0.42,0.29,0.0
0.21,"[203, 30, 86, 110]",0.0,0.05,0.01,0.54,0.19,0.0
0.2,"[203, 30, 86, 111]",0.0,0.08,0.01,0.4,0.31,0.0
0.19,"[203, 31, 86, 110]",0.0,0.07,0.01,0.42,0.31,0.0
0.2,"[203, 31, 86, 110]",0.0,0.07,0.01,0.41,0.31,0.0
0.19,"[202, 31, 87, 110]",0.0,0.08,0.01,0.43,0.28,0.0
0.23,"[202, 31, 87, 111]",0.0,0.06,0.02,0.41,0.28,0.0
0.2,"[202, 31, 87, 110]",0.0,0.09,0.01,0.44,0.26,0.0
0.3,"[202, 32, 87, 110]",0.0,0.06,0.01,0.39,0.24,0.0
0.28,"[202, 32, 86, 110]",0.0,0.04,0.01,0.38,0.28,0.0
0.26,"[202, 31, 87, 111]",0.0,0.06,0.02,0.38,0.28,0.0
0.33,"[202, 32, 87, 110]",0.0,0.06,0.01,0.32,0.28,0.0
0.28,"[201, 32, 87, 110]",0.0,0.06,0.01,0.35,0.3,0.0
0.25,"[201, 32, 87, 110]",0.0,0.06,0.01,0.38,0.29,0.0
0.25,"[201, 32, 87, 110]",0.0,0.06,0.01,0.4,0.28,0.0
0.25,"[202, 32, 86, 110]",0.0,0.06,0.01,0.39,0.28,0.0
0.26,"[202, 32, 86, 110]",0.0,0.06,0.01,0.38,0.29,0.0
0.29,"[202, 32, 87, 110]",0.0,0.07,0.01,0.36,0.27,0.0
0.27,"[201, 32, 88, 110]",0.0,0.05,0.01,0.39,0.28,0.0
0.27,"[201, 32, 88, 110]",0.0,0.04,0.01,0.39,0.28,0.0
0.27,"[201, 32, 88, 110]",0.0,0.04,0.01,0.41,0.25,0.0
0.23,"[201, 31, 88, 111]",0.0,0.06,0.01,0.36,0.33,0.0
0.24,"[201, 32, 88, 110]",0.0,0.04,0.02,0.48,0.22,0.0
0.22,"[201, 32, 88, 110]",0.0,0.04,0.02,0.5,0.21,0.0
0.26,"[202, 32, 87, 110]",0.0,0.07,0.01,0.38,0.28,0.0
0.27,"[202, 32, 87, 110]",0.0,0.07,0.01,0.37,0.29,0.0
0.26,"[202, 32, 87, 110]",0.0,0.07,0.01,0.36,0.29,0.0
0.28,"[203, 31, 87, 111]",0.0,0.08,0.02,0.37,0.25,0.0
0.27,"[203, 31, 87, 111]",0.0,0.08,0.02,0.38,0.25,0.0
0.27,"[203, 31, 87, 111]",0.0,0.08,0.02,0.39,0.25,0.0
0.22,"[202, 31, 87, 111]",0.0,0.05,0.01,0.46,0.25,0.0
0.23,"[202, 31, 87, 111]",0.0,0.05,0.01,0.45,0.25,0.0
0.23,"[202, 31, 87, 111]",0.0,0.05,0.01,0.45,0.25,0.0
0.24,"[202, 31, 87, 111]",0.0,0.05,0.01,0.44,0.26,0.0
0.26,"[202, 31, 88, 111]",0.0,0.07,0.01,0.38,0.27,0.0
0.26,"[202, 31, 88, 111]",0.0,0.08,0.01,0.37,0.27,0.0
0.25,"[202, 31, 88, 111]",0.0,0.08,0.02,0.39,0.26,0.0
0.26,"[202, 31, 88, 111]",0.0,0.08,0.02,0.39,0.26,0.0
0.25,"[202, 31, 88, 111]",0.0,0.08,0.01,0.41,0.24,0.0
0.24,"[202, 31, 88, 111]",0.0,0.08,0.01,0.43,0.23,0.0
0.19,"[202, 31, 87, 111]",0.0,0.06,0.01,0.49,0.24,0.0
0.23,"[203, 32, 86, 110]",0.0,0.08,0.01,0.39,0.29,0.0
0.2,"[202, 31, 87, 111]",0.0,0.07,0.01,0.47,0.25,0.0
0.21,"[202, 31, 87, 111]",0.0,0.07,0.01,0.44,0.28,0.0
0.24,"[202, 32, 87, 110]",0.0,0.08,0.01,0.39,0.28,0.0
0.24,"[202, 32, 87, 110]",0.0,0.08,0.01,0.39,0.28,0.0
0.3,"[203, 31, 86, 112]",0.0,0.07,0.01,0.37,0.25,0.0
0.25,"[203, 31, 86, 111]",0.0,0.11,0.01,0.38,0.24,0.0
0.24,"[203, 32, 86, 110]",0.0,0.1,0.01,0.43,0.23,0.0
0.23,"[202, 32, 87, 110]",0.0,0.11,0.01,0.43,0.22,0.0
0.23,"[203, 32, 86, 110]",0.0,0.12,0.01,0.42,0.22,0.0
0.13,"[194, 24, 96, 119]",0.0,0.02,0.02,0.61,0.22,0.0
0.23,"[202, 32, 87, 110]",0.0,0.12,0.01,0.42,0.22,0.0
0.23,"[203, 32, 86, 110]",0.0,0.12,0.01,0.42,0.22,0.0
0.23,"[202, 32, 87, 110]",0.0,0.12,0.01,0.42,0.22,0.0
0.12,"[194, 24, 96, 119]",0.0,0.03,0.02,0.62,0.21,0.0
0.24,"[202, 32, 87, 110]",0.0,0.11,0.01,0.42,0.22,0.0
0.13,"[195, 24, 94, 119]",0.0,0.03,0.02,0.6,0.23,0.0
0.12,"[195, 24, 95, 119]",0.0,0.03,0.02,0.6,0.23,0.0
0.11,"[195, 24, 95, 119]",0.0,0.03,0.02,0.61,0.24,0.0
0.23,"[202, 31, 88, 111]",0.0,0.09,0.01,0.45,0.21,0.0
0.22,"[202, 31, 88, 111]",0.0,0.08,0.01,0.48,0.2,0.0
0.16,"[195, 25, 95, 118]",0.0,0.02,0.02,0.59,0.2,0.0
0.3,"[203, 31, 87, 112]",0.0,0.07,0.01,0.37,0.24,0.0
0.29,"[203, 31, 87, 112]",0.0,0.08,0.01,0.37,0.25,0.0
0.2,"[202, 31, 88, 112]",0.0,0.06,0.01,0.45,0.28,0.0
0.28,"[202, 31, 89, 113]",0.0,0.04,0.02,0.4,0.26,0.0
0.19,"[202, 31, 88, 112]",0.0,0.05,0.01,0.5,0.24,0.0
0.18,"[202, 31, 88, 112]",0.0,0.05,0.01,0.49,0.26,0.0
