,box,angry,disgust,fear,happy,sad,surprise,neutral,timeline
6504,"[380, 106, 221, 297]",0.0,0.0,0.02,0.56,0.08,0.0,0.33,216.80709888670594
6505,"[379, 105, 222, 299]",0.0,0.0,0.02,0.55,0.07,0.0,0.36,216.84043331150403
6506,"[379, 103, 223, 301]",0.0,0.0,0.01,0.78,0.03,0.0,0.17,216.8737677363021
6507,"[380, 107, 219, 295]",0.0,0.0,0.02,0.53,0.09,0.0,0.36,216.9071021611002
6508,"[404, 127, 196, 257]",0.0,0.0,0.02,0.55,0.07,0.0,0.34,216.94043658589825
6509,"[404, 128, 196, 256]",0.0,0.0,0.03,0.57,0.09,0.0,0.31,216.97377101069634
6510,"[381, 107, 219, 295]",0.01,0.0,0.03,0.53,0.1,0.0,0.33,217.00710543549442
6511,"[401, 123, 198, 262]",0.0,0.01,0.02,0.59,0.07,0.0,0.31,217.0404398602925
6512,"[381, 108, 219, 294]",0.0,0.0,0.02,0.6,0.08,0.0,0.3,217.0737742850906
6513,"[380, 107, 219, 295]",0.01,0.0,0.03,0.52,0.12,0.0,0.33,217.10710870988865
6514,"[379, 106, 219, 296]",0.0,0.0,0.03,0.58,0.11,0.0,0.28,217.14044313468673
6515,"[379, 105, 220, 297]",0.0,0.0,0.02,0.6,0.08,0.0,0.3,217.17377755948482
6516,"[378, 106, 219, 296]",0.0,0.0,0.02,0.61,0.1,0.0,0.27,217.2071119842829
6517,"[380, 107, 217, 293]",0.0,0.0,0.02,0.65,0.09,0.0,0.23,217.240446409081
6518,"[381, 109, 218, 292]",0.0,0.0,0.02,0.67,0.06,0.0,0.24,217.27378083387904
6519,"[382, 109, 217, 292]",0.0,0.0,0.02,0.52,0.1,0.0,0.36,217.30711525867713
6520,"[379, 107, 218, 294]",0.0,0.0,0.02,0.61,0.09,0.0,0.27,217.3404496834752
6521,"[381, 110, 218, 290]",0.0,0.0,0.03,0.58,0.08,0.0,0.3,217.3737841082733
6522,"[380, 108, 218, 293]",0.01,0.0,0.03,0.63,0.09,0.0,0.25,217.40711853307138
6523,"[384, 110, 219, 292]",0.01,0.0,0.02,0.63,0.07,0.0,0.27,217.44045295786944
6524,"[383, 110, 219, 291]",0.01,0.0,0.02,0.64,0.09,0.0,0.24,217.47378738266752
6525,"[382, 109, 218, 292]",0.0,0.0,0.02,0.64,0.09,0.0,0.24,217.5071218074656
6526,"[383, 112, 219, 290]",0.01,0.0,0.02,0.64,0.08,0.0,0.26,217.5404562322637
6527,"[382, 112, 217, 288]",0.0,0.0,0.03,0.58,0.1,0.0,0.29,217.57379065706178
6528,"[382, 111, 218, 290]",0.0,0.0,0.03,0.6,0.08,0.0,0.28,217.60712508185986
6529,"[381, 110, 219, 291]",0.0,0.0,0.03,0.56,0.08,0.0,0.34,217.64045950665792
6530,"[380, 109, 220, 292]",0.01,0.0,0.03,0.59,0.09,0.0,0.28,217.673793931456
6531,"[380, 109, 220, 292]",0.0,0.0,0.01,0.75,0.05,0.0,0.18,217.7071283562541
6532,"[379, 110, 222, 293]",0.0,0.0,0.01,0.78,0.04,0.0,0.17,217.74046278105217
6533,"[380, 110, 218, 291]",0.0,0.0,0.01,0.75,0.04,0.0,0.19,217.77379720585026
6534,"[380, 110, 220, 290]",0.0,0.0,0.01,0.79,0.03,0.0,0.17,217.8071316306483
6535,"[379, 111, 220, 290]",0.0,0.0,0.01,0.85,0.03,0.0,0.11,217.8404660554464
6536,"[378, 109, 221, 292]",0.0,0.0,0.01,0.77,0.04,0.0,0.18,217.87380048024448
6537,"[378, 111, 220, 290]",0.01,0.0,0.01,0.81,0.03,0.0,0.14,217.90713490504257
6538,"[378, 110, 222, 292]",0.0,0.0,0.01,0.88,0.02,0.0,0.09,217.94046932984065
6539,"[378, 110, 220, 291]",0.0,0.0,0.0,0.87,0.02,0.0,0.1,217.9738037546387
6540,"[379, 111, 219, 290]",0.0,0.0,0.01,0.81,0.03,0.0,0.15,218.0071381794368
6541,"[378, 112, 220, 289]",0.0,0.0,0.0,0.87,0.02,0.0,0.1,218.04047260423488
6542,"[379, 111, 219, 289]",0.0,0.0,0.0,0.9,0.01,0.0,0.09,218.07380702903296
6543,"[382, 115, 211, 281]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,218.10714145383105
6544,"[381, 114, 213, 282]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,218.1404758786291
6545,"[381, 114, 212, 282]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,218.1738103034272
6546,"[383, 117, 210, 278]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,218.20714472822527
6547,"[383, 117, 210, 278]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,218.24047915302336
6548,"[382, 116, 210, 279]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,218.27381357782144
6549,"[381, 117, 211, 279]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,218.3071480026195
6550,"[382, 117, 211, 279]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,218.34048242741758
6551,"[383, 118, 210, 277]",0.0,0.0,0.0,0.89,0.01,0.0,0.1,218.37381685221567
6552,"[383, 118, 209, 277]",0.0,0.0,0.0,0.92,0.01,0.0,0.07,218.40715127701375
6553,"[383, 117, 210, 278]",0.0,0.0,0.0,0.91,0.01,0.0,0.07,218.44048570181184
6554,"[383, 118, 210, 277]",0.0,0.0,0.0,0.9,0.01,0.0,0.09,218.4738201266099
6555,"[384, 118, 209, 276]",0.0,0.0,0.01,0.89,0.01,0.0,0.09,218.50715455140798
6556,"[383, 117, 211, 279]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,218.54048897620606
6557,"[383, 118, 210, 277]",0.0,0.0,0.01,0.9,0.01,0.0,0.08,218.57382340100415
6558,"[384, 119, 209, 276]",0.0,0.0,0.0,0.89,0.01,0.0,0.09,218.60715782580223
6559,"[381, 115, 218, 284]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,218.6404922506003
6560,"[381, 114, 218, 286]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,218.67382667539837
6561,"[381, 116, 217, 284]",0.0,0.0,0.0,0.95,0.01,0.0,0.05,218.70716110019646
6562,"[382, 114, 217, 286]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,218.74049552499454
6563,"[379, 115, 219, 286]",0.0,0.0,0.0,0.92,0.01,0.0,0.06,218.77382994979263
6564,"[381, 116, 217, 284]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,218.80716437459068
6565,"[381, 115, 218, 285]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,218.84049879938877
6566,"[382, 114, 217, 287]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,218.87383322418685
6567,"[381, 115, 218, 285]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,218.90716764898494
6568,"[383, 117, 213, 281]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,218.94050207378302
6569,"[383, 117, 212, 281]",0.0,0.0,0.0,0.93,0.01,0.0,0.07,218.97383649858108
6570,"[383, 117, 213, 282]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,219.00717092337916
6571,"[383, 117, 214, 282]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,219.04050534817725
6572,"[383, 118, 214, 282]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,219.07383977297533
6573,"[382, 118, 216, 284]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,219.10717419777342
6574,"[382, 118, 215, 283]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,219.14050862257147
6575,"[380, 117, 219, 286]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,219.17384304736956
6576,"[380, 117, 219, 286]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,219.20717747216764
6577,"[381, 117, 218, 286]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,219.24051189696573
6578,"[382, 119, 216, 284]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,219.2738463217638
6579,"[381, 118, 218, 285]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,219.30718074656187
6580,"[384, 120, 214, 281]",0.0,0.0,0.0,0.92,0.01,0.0,0.07,219.34051517135995
6581,"[384, 120, 214, 281]",0.0,0.0,0.0,0.91,0.01,0.0,0.07,219.37384959615804
6582,"[384, 121, 214, 281]",0.0,0.0,0.0,0.93,0.0,0.0,0.07,219.40718402095612
6583,"[385, 121, 213, 281]",0.0,0.0,0.0,0.93,0.0,0.0,0.06,219.4405184457542
6584,"[385, 122, 213, 280]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,219.47385287055226
6585,"[386, 123, 213, 279]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,219.50718729535035
6586,"[386, 122, 212, 280]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,219.54052172014843
6587,"[386, 122, 213, 281]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,219.57385614494652
6588,"[387, 121, 214, 284]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,219.6071905697446
6589,"[387, 121, 214, 284]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,219.64052499454266
6590,"[386, 126, 215, 281]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,219.67385941934074
6591,"[368, 116, 239, 319]",0.01,0.0,0.01,0.78,0.04,0.0,0.15,219.70719384413883
6592,"[369, 116, 239, 318]",0.02,0.0,0.01,0.77,0.04,0.0,0.16,219.7405282689369
6593,"[367, 115, 242, 320]",0.01,0.0,0.01,0.78,0.03,0.0,0.16,219.773862693735
6594,"[367, 113, 244, 326]",0.01,0.0,0.01,0.84,0.02,0.0,0.13,219.80719711853305
6595,"[368, 114, 244, 323]",0.01,0.0,0.01,0.8,0.02,0.0,0.16,219.84053154333114
6596,"[368, 113, 244, 326]",0.02,0.0,0.01,0.78,0.04,0.0,0.15,219.87386596812922
6597,"[367, 112, 246, 327]",0.01,0.0,0.01,0.78,0.03,0.0,0.16,219.9072003929273
6598,"[367, 110, 246, 327]",0.01,0.0,0.01,0.8,0.04,0.0,0.14,219.9405348177254
6599,"[366, 109, 248, 329]",0.02,0.0,0.02,0.71,0.06,0.0,0.19,219.97386924252345
6600,"[366, 108, 247, 330]",0.02,0.0,0.01,0.76,0.03,0.0,0.18,220.00720366732153
6601,"[365, 107, 249, 333]",0.02,0.0,0.01,0.75,0.06,0.0,0.16,220.04053809211962
6602,"[365, 103, 250, 338]",0.01,0.0,0.01,0.79,0.04,0.0,0.14,220.0738725169177
6603,"[364, 104, 252, 338]",0.01,0.0,0.01,0.77,0.04,0.0,0.16,220.1072069417158
6604,"[364, 104, 252, 338]",0.01,0.0,0.01,0.83,0.03,0.0,0.13,220.14054136651384
6605,"[363, 103, 253, 340]",0.01,0.0,0.01,0.83,0.03,0.0,0.11,220.17387579131193
6606,"[362, 104, 254, 340]",0.01,0.0,0.01,0.78,0.04,0.0,0.16,220.20721021611
6607,"[361, 102, 258, 345]",0.02,0.0,0.01,0.71,0.06,0.0,0.2,220.2405446409081
6608,"[363, 101, 255, 345]",0.03,0.0,0.01,0.68,0.08,0.0,0.2,220.27387906570618
6609,"[362, 101, 256, 345]",0.03,0.0,0.01,0.67,0.09,0.0,0.2,220.30721349050424
6610,"[363, 101, 255, 346]",0.02,0.0,0.01,0.65,0.07,0.0,0.24,220.34054791530232
6611,"[363, 101, 255, 346]",0.03,0.0,0.02,0.61,0.08,0.0,0.26,220.3738823401004
6612,"[362, 101, 256, 348]",0.04,0.0,0.02,0.53,0.13,0.01,0.28,220.4072167648985
6613,"[362, 100, 257, 350]",0.04,0.0,0.04,0.41,0.14,0.01,0.37,220.44055118969658
6614,"[363, 101, 255, 346]",0.03,0.0,0.02,0.58,0.11,0.0,0.26,220.47388561449463
6615,"[363, 101, 255, 347]",0.03,0.0,0.02,0.61,0.1,0.0,0.24,220.50722003929272
6616,"[362, 101, 255, 347]",0.03,0.0,0.02,0.65,0.08,0.0,0.22,220.5405544640908
6617,"[363, 102, 254, 345]",0.03,0.0,0.01,0.68,0.09,0.0,0.19,220.5738888888889
6618,"[365, 102, 251, 341]",0.01,0.0,0.01,0.83,0.04,0.0,0.11,220.60722331368697
6619,"[364, 101, 251, 342]",0.01,0.0,0.01,0.8,0.04,0.0,0.13,220.64055773848503
6620,"[364, 103, 251, 342]",0.01,0.0,0.01,0.86,0.03,0.0,0.09,220.6738921632831
6621,"[364, 102, 251, 344]",0.01,0.0,0.01,0.83,0.03,0.0,0.12,220.7072265880812
6622,"[363, 102, 252, 343]",0.01,0.0,0.01,0.82,0.04,0.0,0.12,220.74056101287928
6623,"[363, 104, 250, 339]",0.02,0.0,0.02,0.66,0.09,0.0,0.2,220.77389543767737
6624,"[364, 110, 248, 331]",0.01,0.0,0.01,0.81,0.03,0.0,0.14,220.80722986247542
6625,"[365, 110, 246, 331]",0.02,0.0,0.01,0.79,0.04,0.0,0.14,220.8405642872735
6626,"[364, 109, 246, 333]",0.01,0.0,0.01,0.76,0.04,0.0,0.18,220.8738987120716
6627,"[364, 109, 247, 331]",0.01,0.0,0.01,0.81,0.03,0.0,0.14,220.90723313686968
6628,"[364, 109, 247, 331]",0.01,0.0,0.01,0.85,0.02,0.0,0.11,220.94056756166776
6629,"[364, 111, 247, 329]",0.01,0.0,0.01,0.82,0.03,0.0,0.13,220.97390198646582
6630,"[363, 110, 248, 329]",0.01,0.0,0.01,0.78,0.04,0.0,0.16,221.0072364112639
6631,"[364, 109, 247, 329]",0.01,0.0,0.01,0.86,0.02,0.0,0.09,221.040570836062
6632,"[363, 108, 248, 332]",0.01,0.0,0.01,0.77,0.04,0.0,0.17,221.07390526086007
6633,"[366, 107, 247, 332]",0.04,0.0,0.03,0.56,0.15,0.0,0.21,221.10723968565816
6634,"[376, 112, 229, 305]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,221.1405741104562
6635,"[375, 112, 231, 308]",0.01,0.0,0.01,0.77,0.03,0.0,0.17,221.1739085352543
6636,"[375, 111, 231, 309]",0.01,0.0,0.01,0.81,0.03,0.0,0.14,221.20724296005238
6637,"[374, 111, 232, 310]",0.01,0.0,0.01,0.85,0.02,0.0,0.11,221.24057738485047
6638,"[377, 113, 229, 307]",0.01,0.0,0.01,0.86,0.02,0.0,0.1,221.27391180964855
6639,"[377, 111, 229, 308]",0.01,0.0,0.01,0.8,0.03,0.0,0.15,221.3072462344466
6640,"[378, 112, 228, 306]",0.01,0.0,0.01,0.88,0.01,0.0,0.1,221.3405806592447
6641,"[379, 112, 228, 306]",0.01,0.0,0.01,0.86,0.01,0.0,0.11,221.37391508404278
6642,"[379, 113, 227, 305]",0.01,0.0,0.01,0.87,0.01,0.0,0.1,221.40724950884086
6643,"[379, 113, 226, 304]",0.01,0.0,0.0,0.9,0.01,0.0,0.08,221.44058393363895
6644,"[380, 114, 226, 304]",0.01,0.0,0.01,0.85,0.02,0.0,0.11,221.473918358437
6645,"[380, 115, 226, 302]",0.0,0.0,0.0,0.92,0.01,0.0,0.06,221.5072527832351
6646,"[366, 102, 250, 340]",0.01,0.0,0.01,0.79,0.05,0.0,0.13,221.54058720803317
6647,"[379, 115, 228, 305]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,221.57392163283126
6648,"[378, 115, 228, 305]",0.0,0.0,0.01,0.9,0.01,0.0,0.07,221.60725605762934
6649,"[378, 114, 228, 304]",0.01,0.0,0.01,0.88,0.01,0.0,0.09,221.6405904824274
6650,"[376, 114, 230, 306]",0.01,0.0,0.01,0.9,0.02,0.0,0.06,221.67392490722548
6651,"[377, 115, 228, 304]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,221.70725933202357
6652,"[377, 115, 229, 304]",0.0,0.0,0.01,0.92,0.01,0.0,0.05,221.74059375682165
6653,"[377, 115, 229, 306]",0.0,0.0,0.01,0.93,0.01,0.0,0.05,221.77392818161974
6654,"[377, 114, 230, 307]",0.0,0.0,0.01,0.94,0.01,0.0,0.04,221.8072626064178
6655,"[377, 113, 231, 309]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,221.84059703121588
6656,"[379, 115, 229, 305]",0.0,0.0,0.01,0.92,0.01,0.0,0.06,221.87393145601396
6657,"[378, 114, 230, 307]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,221.90726588081205
6658,"[375, 113, 232, 310]",0.0,0.0,0.0,0.93,0.01,0.0,0.05,221.94060030561013
6659,"[377, 114, 232, 308]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,221.9739347304082
6660,"[377, 114, 233, 308]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,222.00726915520627
6661,"[377, 115, 229, 306]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,222.04060358000436
6662,"[372, 113, 233, 310]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,222.07393800480244
6663,"[372, 113, 234, 311]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,222.10727242960053
6664,"[389, 124, 220, 290]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,222.14060685439858
6665,"[359, 97, 263, 357]",0.04,0.0,0.06,0.34,0.13,0.01,0.41,222.17394127919667
6666,"[389, 124, 219, 289]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,222.20727570399475
6667,"[363, 98, 257, 352]",0.05,0.0,0.06,0.35,0.18,0.01,0.34,222.24061012879284
6668,"[364, 98, 257, 351]",0.04,0.0,0.05,0.43,0.18,0.01,0.29,222.27394455359092
6669,"[362, 97, 258, 352]",0.02,0.0,0.03,0.64,0.09,0.01,0.21,222.30727897838898
6670,"[364, 98, 256, 351]",0.05,0.0,0.04,0.44,0.18,0.01,0.27,222.34061340318706
6671,"[363, 98, 256, 351]",0.03,0.0,0.03,0.61,0.1,0.01,0.23,222.37394782798515
6672,"[361, 97, 258, 352]",0.02,0.0,0.01,0.68,0.08,0.0,0.2,222.40728225278323
6673,"[361, 98, 258, 352]",0.03,0.0,0.03,0.44,0.17,0.01,0.32,222.44061667758132
6674,"[363, 100, 255, 347]",0.03,0.0,0.01,0.7,0.07,0.0,0.19,222.47395110237937
6675,"[363, 99, 255, 349]",0.03,0.0,0.01,0.62,0.1,0.0,0.23,222.50728552717746
6676,"[364, 99, 254, 347]",0.03,0.0,0.02,0.58,0.09,0.0,0.27,222.54061995197554
6677,"[361, 99, 259, 351]",0.03,0.0,0.03,0.36,0.17,0.0,0.41,222.57395437677363
6678,"[388, 121, 222, 293]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,222.6072888015717
6679,"[388, 121, 221, 293]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,222.64062322636977
6680,"[388, 121, 221, 294]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,222.67395765116785
6681,"[361, 100, 262, 352]",0.03,0.0,0.03,0.39,0.11,0.01,0.43,222.70729207596594
6682,"[362, 99, 261, 352]",0.04,0.0,0.04,0.29,0.15,0.01,0.48,222.74062650076402
6683,"[388, 120, 222, 295]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,222.7739609255621
6684,"[389, 119, 220, 295]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,222.80729535036016
6685,"[388, 119, 221, 295]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,222.84062977515825
6686,"[387, 117, 223, 298]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,222.87396419995633
6687,"[387, 118, 223, 297]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,222.90729862475442
6688,"[388, 118, 219, 295]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,222.9406330495525
6689,"[387, 118, 223, 299]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,222.97396747435056
6690,"[387, 118, 224, 298]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,223.00730189914864
6691,"[388, 117, 223, 298]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,223.04063632394673
6692,"[387, 118, 224, 297]",0.0,0.0,0.0,0.98,0.0,0.0,0.01,223.0739707487448
6693,"[390, 119, 221, 295]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,223.1073051735429
6694,"[388, 118, 223, 298]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,223.14063959834095
6695,"[387, 118, 224, 297]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,223.17397402313904
6696,"[387, 118, 224, 297]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,223.20730844793712
6697,"[387, 118, 224, 297]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,223.2406428727352
6698,"[362, 100, 262, 352]",0.03,0.0,0.03,0.51,0.09,0.01,0.33,223.2739772975333
6699,"[388, 118, 222, 297]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,223.30731172233135
6700,"[363, 101, 262, 353]",0.02,0.0,0.03,0.54,0.11,0.01,0.29,223.34064614712943
6701,"[389, 120, 220, 295]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,223.37398057192752
6702,"[389, 119, 221, 296]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,223.4073149967256
6703,"[369, 106, 255, 342]",0.03,0.0,0.03,0.48,0.13,0.01,0.31,223.4406494215237
6704,"[398, 121, 214, 290]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,223.47398384632174
6705,"[398, 121, 214, 290]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,223.50731827111983
6706,"[388, 120, 222, 296]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,223.5406526959179
6707,"[364, 103, 260, 352]",0.02,0.0,0.03,0.55,0.09,0.01,0.29,223.573987120716
6708,"[365, 105, 260, 348]",0.02,0.0,0.03,0.56,0.12,0.01,0.27,223.60732154551408
6709,"[375, 116, 233, 308]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,223.64065597031214
6710,"[374, 113, 233, 312]",0.0,0.0,0.0,0.95,0.0,0.0,0.04,223.67399039511022
6711,"[365, 105, 260, 349]",0.02,0.0,0.02,0.5,0.14,0.0,0.3,223.7073248199083
6712,"[392, 125, 217, 288]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,223.7406592447064
6713,"[366, 106, 259, 345]",0.02,0.0,0.02,0.69,0.08,0.01,0.18,223.77399366950448
6714,"[365, 106, 260, 346]",0.02,0.0,0.02,0.68,0.07,0.0,0.2,223.80732809430253
6715,"[391, 125, 218, 287]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,223.84066251910062
6716,"[365, 105, 259, 346]",0.02,0.0,0.02,0.66,0.08,0.01,0.21,223.8739969438987
6717,"[367, 109, 256, 340]",0.04,0.0,0.03,0.49,0.11,0.0,0.33,223.9073313686968
6718,"[365, 107, 261, 346]",0.02,0.0,0.02,0.61,0.11,0.01,0.23,223.94066579349487
6719,"[366, 108, 260, 346]",0.02,0.0,0.02,0.65,0.09,0.0,0.22,223.97400021829293
6720,"[362, 100, 265, 358]",0.02,0.0,0.02,0.52,0.09,0.01,0.35,224.007334643091
6721,"[364, 102, 261, 352]",0.02,0.0,0.03,0.54,0.12,0.01,0.27,224.0406690678891
6722,"[368, 109, 255, 341]",0.04,0.0,0.02,0.58,0.08,0.01,0.28,224.07400349268718
6723,"[368, 110, 254, 339]",0.04,0.0,0.03,0.49,0.1,0.0,0.33,224.10733791748527
6724,"[367, 108, 258, 345]",0.02,0.0,0.02,0.71,0.07,0.01,0.18,224.14067234228332
6725,"[366, 109, 260, 342]",0.02,0.0,0.02,0.64,0.08,0.01,0.23,224.1740067670814
6726,"[368, 109, 256, 341]",0.03,0.0,0.02,0.49,0.09,0.01,0.37,224.2073411918795
6727,"[368, 109, 255, 340]",0.03,0.0,0.02,0.52,0.09,0.0,0.34,224.24067561667758
6728,"[369, 111, 254, 336]",0.04,0.0,0.02,0.59,0.09,0.0,0.25,224.27401004147566
6729,"[374, 114, 246, 328]",0.02,0.0,0.02,0.72,0.06,0.0,0.18,224.30734446627372
6730,"[390, 119, 220, 298]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,224.3406788910718
6731,"[392, 120, 219, 298]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,224.3740133158699
6732,"[378, 117, 244, 324]",0.02,0.0,0.01,0.74,0.07,0.0,0.15,224.40734774066797
6733,"[375, 115, 245, 326]",0.03,0.0,0.02,0.75,0.06,0.0,0.15,224.44068216546606
6734,"[377, 118, 243, 321]",0.01,0.0,0.01,0.78,0.03,0.0,0.17,224.4740165902641
6735,"[375, 116, 244, 324]",0.02,0.0,0.01,0.8,0.03,0.0,0.14,224.5073510150622
6736,"[372, 115, 247, 326]",0.01,0.0,0.01,0.78,0.03,0.0,0.16,224.54068543986028
6737,"[369, 111, 252, 336]",0.03,0.0,0.04,0.55,0.09,0.0,0.28,224.57401986465837
6738,"[367, 106, 254, 344]",0.03,0.0,0.04,0.53,0.08,0.0,0.31,224.60735428945645
6739,"[366, 108, 254, 341]",0.02,0.0,0.03,0.57,0.08,0.0,0.29,224.6406887142545
6740,"[364, 108, 254, 343]",0.04,0.0,0.05,0.43,0.12,0.01,0.36,224.6740231390526
6741,"[364, 106, 255, 346]",0.05,0.0,0.06,0.31,0.17,0.01,0.41,224.70735756385068
6742,"[364, 104, 255, 347]",0.04,0.0,0.05,0.36,0.12,0.0,0.42,224.74069198864876
6743,"[365, 103, 252, 345]",0.04,0.0,0.02,0.53,0.1,0.0,0.3,224.77402641344685
6744,"[362, 102, 257, 350]",0.03,0.0,0.05,0.36,0.1,0.01,0.46,224.8073608382449
6745,"[365, 104, 250, 342]",0.03,0.0,0.02,0.58,0.08,0.0,0.3,224.840695263043
6746,"[366, 105, 248, 337]",0.01,0.0,0.01,0.84,0.02,0.0,0.11,224.87402968784107
6747,"[367, 106, 247, 337]",0.02,0.0,0.02,0.69,0.05,0.0,0.23,224.90736411263916
6748,"[365, 104, 250, 340]",0.02,0.0,0.02,0.68,0.05,0.0,0.23,224.94069853743724
6749,"[366, 104, 250, 338]",0.01,0.0,0.01,0.83,0.02,0.0,0.12,224.9740329622353
6750,"[366, 104, 250, 340]",0.02,0.0,0.02,0.68,0.07,0.0,0.22,225.00736738703338
6751,"[366, 104, 249, 339]",0.02,0.0,0.02,0.73,0.05,0.0,0.18,225.04070181183147
6752,"[365, 103, 252, 343]",0.04,0.0,0.02,0.57,0.11,0.0,0.26,225.07403623662955
6753,"[367, 104, 247, 338]",0.01,0.0,0.01,0.82,0.03,0.0,0.12,225.10737066142764
6754,"[367, 105, 248, 340]",0.04,0.0,0.02,0.59,0.08,0.0,0.27,225.1407050862257
6755,"[362, 102, 257, 351]",0.03,0.0,0.03,0.4,0.09,0.0,0.45,225.17403951102378
6756,"[363, 103, 253, 345]",0.04,0.0,0.04,0.47,0.14,0.0,0.31,225.20737393582186
6757,"[359, 102, 257, 350]",0.02,0.0,0.02,0.61,0.05,0.0,0.29,225.24070836061995
6758,"[360, 102, 257, 349]",0.03,0.0,0.02,0.48,0.09,0.0,0.37,225.27404278541803
6759,"[361, 104, 253, 346]",0.02,0.0,0.03,0.49,0.07,0.0,0.39,225.3073772102161
6760,"[361, 103, 255, 347]",0.03,0.0,0.02,0.48,0.09,0.0,0.38,225.34071163501417
6761,"[362, 104, 254, 346]",0.03,0.0,0.03,0.49,0.1,0.0,0.34,225.37404605981226
6762,"[361, 103, 255, 348]",0.03,0.0,0.03,0.42,0.11,0.0,0.41,225.40738048461034
6763,"[361, 103, 255, 348]",0.03,0.0,0.03,0.5,0.09,0.0,0.35,225.44071490940843
6764,"[361, 102, 255, 348]",0.03,0.0,0.03,0.38,0.11,0.0,0.44,225.47404933420648
6765,"[360, 102, 255, 349]",0.02,0.0,0.01,0.7,0.05,0.0,0.22,225.50738375900457
6766,"[358, 101, 258, 350]",0.03,0.0,0.02,0.69,0.08,0.0,0.18,225.54071818380265
